id,date,sentence,growth_sentiment_final,employment_sentiment_final,inflation_sentiment_final
12859,2016-04-06,"Both readings on core inflation were boosted, in part, by movements in prices for some categories of goods and services whose prices tend to be volatile.",neutral,neutral,negative
12860,2016-05-18,"They saw a risk that a more persistent slowdown in economic growth might be under way, which could hinder further improvement in labor market conditions.",negative,negative,neutral
12861,2016-05-18,"In addition, the recent depreciation of the dollar and indications of a rebound of economic growth in China appeared to reduce pressures on the renminbi.",positive,neutral,negative
12862,2016-08-17,"However, recent readings from national and regional surveys of business conditions suggested some pickup in business equipment spending in the near term.",positive,neutral,neutral
12863,2016-10-12,"Participants' reports on the manufacturing sector indicated varying conditions across Districts, but, on the whole, manufacturing activity remained flat.",neutral,neutral,neutral
12864,2017-01-04,"Total nonfarm payroll employment increased at a solid pace in October and November, and the unemployment rate declined, reaching 4.6 percent in November.",neutral,positive,neutral
12865,2017-01-04,"Both manufacturing production and mining output increased, but the output of utilities declined markedly because of unseasonably warm weather in October.",positive,neutral,neutral
12866,2017-01-04,"Currency weakness prompted some EME central banks, such as the Bank of Mexico and the Central Bank of the Republic of Turkey, to tighten monetary policy.",neutral,neutral,neutral
12867,2017-01-04,"Regarding the household sector, the available information indicated that consumer spending had been rising at a moderate rate, on balance, since midyear.",positive,neutral,neutral
12868,2017-04-05,"However, the volumes of CMBS issuance and of deals in the pipeline were lower in the first two months of the year than in each of the previous two years.",negative,neutral,neutral
12869,2017-04-05,"In view of the substantial uncertainty, about half of the participants did not incorporate explicit assumptions about fiscal policy in their projections.",negative,neutral,neutral
12870,2017-05-24,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,neutral,neutral,positive
12871,2017-07-05,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,neutral,neutral,positive
12872,2017-08-16,"Gross issuance of corporate bonds stepped down in June from a strong pace in May, while issuance of institutional leveraged loans continued to be robust.",positive,neutral,neutral
12873,2017-08-16,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,neutral,neutral,positive
12874,2017-08-16,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,neutral,neutral,positive
12875,2017-10-11,"Despite generally better-than-expected earnings releases, AFE equity prices were mixed over the period, with bank stocks underperforming broader indexes.",positive,neutral,neutral
12876,2017-10-11,"Issuance of asset-backed securities remained robust over the year to date and outpaced that of the previous year, providing support for consumer lending.",positive,neutral,neutral
12877,2017-10-11,"However, standards and terms on auto and credit card loans were tighter for subprime borrowers, likely in response to rising delinquencies on such loans.",negative,neutral,neutral
12878,2017-10-11,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,neutral,neutral,positive
12879,2017-10-11,"Consequently, participants generally expected that any reaction in financial markets to the start of balance sheet normalization would likely be limited.",neutral,neutral,neutral
12880,2017-10-11,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,neutral,neutral,positive
